date,collected,hakai_id,line_out_depth,work_area,site_id,lat,long,volume,lugols,species,counts,group
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Asterionellopsis glacialis,5909,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros cinctus,228000,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chetoceros debilis,37942,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros decipiens,5287,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros didymus,933,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros laciniosus,8397,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros radicans,76960,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros seiracanthus,25813,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros similis,1555,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros simplex,311,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros socialis,37942,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros spp.,3732,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros subtilis,933,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Cylindrotheca closterium,1555,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Dactyliosolen fragilissimus,1244,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Dactyliosolen phuketensis,311,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Detonula pumila,1866,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Guinardia delicatula,5909,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Leptocylindrus danicus,3421,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Pleurosigma spp.,933,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Pseudo-nitzschia delicatissima,24569,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Pseudo-nitzschia multiseries,43851,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Pseudo-nitzschia seriata,35765,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Thalassionema nitzschioides,311,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Thalassiosira nordenskioeldii,311,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Thalassiosira rotula,6842,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Thalassiosira spp.,46650,Bacillariophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Pterosperma spp. resting stages,7778,Chlorophyta-Prasinophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Pyramimonas orientalis,3889,Chlorophyta-Prasinophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,"Protozoa (alpha-starch, Chlorophyta?)",46668,Chlorophyta-Prasinophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Choanozoa,42779,Choanoflagellata
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Apidinella spinifera,3889,Chrysophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Dinobryon spp.,3889,Chrysophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Myronecta rubra,1555,Ciliophora
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Tintinnina,933,Ciliophora
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Hillea sp.,58335,Cryptophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Teleaulax spp.,116670,Cryptophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Gymnodinium spp.,933,Dinoflagellata
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Gyrodinium spp.,1244,Dinoflagellata
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Katodinium spp.,311,Dinoflagellata
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Protoperidinium spp.,622,Dinoflagellata
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Dinophyceae (resting stages),311,Dinoflagellata
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Scrippsiella precarea,1555,Dinoflagellata
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Scrippsiella trochoidea,1244,Dinoflagellata
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Dinophyceae,311,Dinoflagellata
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Eutriptiella hirudoidea,622,Euglenophyta
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Copepoda (nauplii/ekdysis),311,Metazoa
2019-05-13,2019-05-13T16:38:03Z,CPHY476,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Phaeocystis poucheteii,124448,Prymnesiophyta-Haptophyta
