date,collected,hakai_id,line_out_depth,work_area,site_id,lat,long,volume,lugols,species,counts,group
2018-02-19,2018-02-19T20:08:33Z,CPHY412,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Chaetoceros convolutus,80,Bacillariophyta
2018-02-19,2018-02-19T20:08:33Z,CPHY412,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Chetoceros debilis,80,Bacillariophyta
2018-02-19,2018-02-19T20:08:33Z,CPHY412,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Chaetoceros decipiens,280,Bacillariophyta
2018-02-19,2018-02-19T20:08:33Z,CPHY412,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Chaetoceros spp.,80,Bacillariophyta
2018-02-19,2018-02-19T20:08:33Z,CPHY412,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Cylindrotheca closterium,640,Bacillariophyta
2018-02-19,2018-02-19T20:08:33Z,CPHY412,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Pseudo-nitzschia multiseries,80,Bacillariophyta
2018-02-19,2018-02-19T20:08:33Z,CPHY412,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Thalassiosira pacifica,80,Bacillariophyta
2018-02-19,2018-02-19T20:08:33Z,CPHY412,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Thalassiosira spp.,280,Bacillariophyta
2018-02-19,2018-02-19T20:08:33Z,CPHY412,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Pyramimonas orientalis,1750,Chlorophyta-Prasinophyta
2018-02-19,2018-02-19T20:08:33Z,CPHY412,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,"Protozoa (alpha-starch, Chlorophyta?)",22750,Chlorophyta-Prasinophyta
2018-02-19,2018-02-19T20:08:33Z,CPHY412,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Choanozoa,3500,Choanoflagellata
2018-02-19,2018-02-19T20:08:33Z,CPHY412,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Myronecta rubra,40,Ciliophora
2018-02-19,2018-02-19T20:08:33Z,CPHY412,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Tintinnina,40,Ciliophora
2018-02-19,2018-02-19T20:08:33Z,CPHY412,5,CALVERT,KC10,51.6505000000001,-127.9516,250,TRUE,Hillea sp.,7000,Cryptophyta
