date,collected,hakai_id,line_out_depth,work_area,site_id,lat,long,volume,lugols,species,counts,group,lifeStage,identificationQualifier,identificationRemark
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Cylindrotheca closterium,240,Bacillariophyta,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Membraneis challengeri,80,Bacillariophyta,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Pseudo-nitzschia seriata,40,Bacillariophyta,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Thalassiosira ,520,Bacillariophyta,NA,spp. Indet.,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Pterosperma ,10500,Chlorophyta-Prasinophyta,NA,spp. Indet.,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Pyramimonas grossii,10500,Chlorophyta-Prasinophyta,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Pyramimonas orientalis,17500,Chlorophyta-Prasinophyta,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Pyramimonas ,3500,Chlorophyta-Prasinophyta,NA,spp. Indet.,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Protozoa ,206500,Chlorophyta-Prasinophyta,NA,NA,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Monosiga marina,3500,Choanoflagellata,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Parvicorbicula socialis,3500,Choanoflagellata,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Choanozoa,35000,Choanoflagellata,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Apidinella spinifera,3500,Chrysophyta,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Myronecta rubra,480,Ciliophora,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Tintinnina,40,Ciliophora,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Hillea ,196000,Cryptophyta,NA,sp. Indet.,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Teleaulax acuta,3500,Cryptophyta,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Teleaulax ,182000,Cryptophyta,NA,spp. Indet.,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Ciliophrys infusionum,200,Dictyochophyta,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Dictyocha speculum,400,Dictyochophyta,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Dictyocha ,200,Dictyochophyta,spores,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Dinophysis acuminata,40,Dinoflagellata,NA,NA,NA
2020-10-08,2020-10-08T16:45:00Z,QPHY1371,5,QUADRA,QU39,50.0307000000001,-125.0992,250,TRUE,Gymnodinium ,600,Dinoflagellata,NA,spp. Indet.,NA
