date,collected,hakai_id,line_out_depth,work_area,site_id,lat,long,volume,lugols,species,counts,group
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Attheya spp.,3500,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Ceratulina bicornis,888,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Ceratulina pelagica,333,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros cinctus,6549,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros danicus,1554,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chetoceros debilis,222,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros didymus,111,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros laciniosus,888,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros socialis,6327,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros spp.,2442,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Chaetoceros tenuissimus,17500,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Cylindrotheca closterium,888,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Dactyliosolen fragilissimus,1221,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Dactyliosolen phuketensis,444,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Detonula pumila,777,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Eucampia groenlandica,777,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Guinardia delicatula,3219,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Leptocylindrus danicus,1665,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Pleurosigma spp.,111,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Pseudo-nitzschia delicatissima,444,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Pseudo-nitzschia multiseries,3219,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Pseudo-nitzschia seriata,5328,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Thalassionema nitzschioides,10656,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Thalassiosira rotula,333,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Thalassiosira spp.,5217,Bacillariophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Pyramimonas grossii,3500,Chlorophyta-Prasinophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Pyramimonas orientalis,21000,Chlorophyta-Prasinophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Pyramimonas spp.,7000,Chlorophyta-Prasinophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,"Protozoa (alpha-starch, Chlorophyta?)",84000,Chlorophyta-Prasinophyta
2020-07-05,2020-07-05T16:53:34Z,CPHY527,5,CALVERT,QCS01,51.705,-128.2384,250,TRUE,Choanozoa,7000,Choanoflagellata
