eventID,occurrenceID,date,hakai_id,eventDate,minimumDepthInMeters,maximumDepthInMeters,lat,long,scientificName,scientificNameID,taxonRank,lifeStage,identificationRemark,identificationQualifier,measurementValue,occurrenceStatus,basisOfRecord,identifiedBy,method,dateIdentified
Hakai_phyto_QU39_2016-02-23_0m,Hakai_phyto_QU39_2016-02-23_0m_1,2016-02-23,QPHY302,2016-02-23T19:04:02Z,0,1,50.0307000000001,-125.0992,Apedinella radians,urn:lsid:marinespecies.org:taxname:248097,Species,NA,Range of dates provided in dateIdentified represent period within which sample was analyzed and identification made. Exact analysis date unknown,NA,7000,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-02-23_0m,Hakai_phyto_QU39_2016-02-23_0m_2,2016-02-23,QPHY302,2016-02-23T19:04:02Z,0,1,50.0307000000001,-125.0992,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899,Class,NA,Range of dates provided in dateIdentified represent period within which sample was analyzed and identification made. Exact analysis date unknown,Indet.,40,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-02-23_0m,Hakai_phyto_QU39_2016-02-23_0m_3,2016-02-23,QPHY302,2016-02-23T19:04:02Z,0,1,50.0307000000001,-125.0992,Chaetoceros danicus,urn:lsid:marinespecies.org:taxname:149120,Species,NA,Range of dates provided in dateIdentified represent period within which sample was analyzed and identification made. Exact analysis date unknown,NA,80,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-02-23_0m,Hakai_phyto_QU39_2016-02-23_0m_4,2016-02-23,QPHY302,2016-02-23T19:04:02Z,0,1,50.0307000000001,-125.0992,Choanozoa,urn:lsid:marinespecies.org:taxname:562870,Phylum,NA,Range of dates provided in dateIdentified represent period within which sample was analyzed and identification made. Exact analysis date unknown,Indet.,7000,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-02-23_0m,Hakai_phyto_QU39_2016-02-23_0m_5,2016-02-23,QPHY302,2016-02-23T19:04:02Z,0,1,50.0307000000001,-125.0992,Dictyocha,urn:lsid:marinespecies.org:taxname:157258,Genus,spores,Range of dates provided in dateIdentified represent period within which sample was analyzed and identification made. Exact analysis date unknown,Indet.,1480,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-02-23_0m,Hakai_phyto_QU39_2016-02-23_0m_6,2016-02-23,QPHY302,2016-02-23T19:04:02Z,0,1,50.0307000000001,-125.0992,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,resting spores,Range of dates provided in dateIdentified represent period within which sample was analyzed and identification made. Exact analysis date unknown,Indet.,80,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-02-23_0m,Hakai_phyto_QU39_2016-02-23_0m_7,2016-02-23,QPHY302,2016-02-23T19:04:02Z,0,1,50.0307000000001,-125.0992,Ditylum brightwellii,urn:lsid:marinespecies.org:taxname:149023,Species,NA,Range of dates provided in dateIdentified represent period within which sample was analyzed and identification made. Exact analysis date unknown,NA,40,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-02-23_0m,Hakai_phyto_QU39_2016-02-23_0m_8,2016-02-23,QPHY302,2016-02-23T19:04:02Z,0,1,50.0307000000001,-125.0992,Gymnodinium,urn:lsid:marinespecies.org:taxname:109475,Genus,NA,Range of dates provided in dateIdentified represent period within which sample was analyzed and identification made. Exact analysis date unknown,spp. Indet.,80,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-02-23_0m,Hakai_phyto_QU39_2016-02-23_0m_9,2016-02-23,QPHY302,2016-02-23T19:04:02Z,0,1,50.0307000000001,-125.0992,Gyrodinium,urn:lsid:marinespecies.org:taxname:109476,Genus,NA,Range of dates provided in dateIdentified represent period within which sample was analyzed and identification made. Exact analysis date unknown,spp. Indet.,320,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
Hakai_phyto_QU39_2016-02-23_0m,Hakai_phyto_QU39_2016-02-23_0m_10,2016-02-23,QPHY302,2016-02-23T19:04:02Z,0,1,50.0307000000001,-125.0992,Hillea,urn:lsid:marinespecies.org:taxname:178565,Genus,NA,Range of dates provided in dateIdentified represent period within which sample was analyzed and identification made. Exact analysis date unknown,sp. Indet.,3500,Present,HumanObservation,Louis Hobson,Morphology,2018-11-28/2019-01-31
